"";"id";"module";"supermodule";"dim_1";"dim_2"
"2716";"Map3k20";"4";"1";-5,8658031680955;-1,01698644658043
"2717";"Trdc";"55";"2";-6,42503397253886;-5,50908000966026
"2718";"Rhoh";"55";"2";-6,04081957129374;-5,4584842493148
"2719";"Mrpl42";"19";"1";0,180312111102194;-4,28451211949302
"2720";"Ddit3";"53";"1";-1,72549085406199;0,561575261750683
"2721";"Mpp6";"9";"1";3,84862334939107;2,51558200816201
"2722";"Ifit3b";"57";"1";-0,164461896695047;1,40492246846245
"2723";"Krtap3-2";"14";"1";0,249283983431906;3,3492447564988
"2724";"Arhgef5";"43";"1";1,98026139947042;5,05797616938637
"2725";"Vamp2";"20";"1";-3,55968658713236;-0,182440059384838
"2726";"D16Ertd472e";"52";"1";3,64236743661031;4,891220969954
"2727";"Phlda2";"9";"1";3,78963716240987;2,23047201136635
"2728";"Depdc1a";"49";"1";2,89012725564107;-2,86135156651451
"2729";"Cacna1d";"31";"1";-2,47320084360972;0,444268554323777
"2730";"Xpr1";"31";"1";-2,63290087965861;0,0303802917389717
"2731";"Srfbp1";"26";"1";4,31580264779195;2,63618795374916
"2732";"Ankrd11";"43";"1";1,75988919945821;5,11314956645058
"2733";"Cd2ap";"23";"1";-1,87715785292521;-1,29094071885063
"2734";"Pnck";"20";"1";-3,60125343588725;-0,0512639155001793
"2735";"Sox2";"14";"1";-0,289394543446451;3,13053957919167
"2736";"Prdx3";"27";"1";-0,529431131608634;-2,69325502415611
"2737";"Lpin1";"31";"1";-1,98236970690623;-0,0985393693061028
"2738";"A330048O09Rik";"14";"1";-0,256873951233774;2,96592943171547
"2739";"Hs3st3b1";"34";"1";-2,29666523722544;-3,34979565640403
"2740";"Il6st";"12";"1";1,91022689553365;4,40580121974038
"2741";"Pnkd";"5";"1";-0,0617956378830961;-2,11631377240135
"2742";"Smarce1";"8";"1";2,93965776177511;4,47003547648476
"2743";"Itgb3";"11";"1";-3,046593830861;0,231876013675198
"2744";"Usp46";"5";"1";-0,0948940971268705;-2,00347908040001
"2745";"Gm33651";"47";"1";-3,2691771247758;0,609495131173595
"2746";"Nr1d2";"22";"1";1,79612333985433;3,56199209193276
"2747";"Pdcl3";"8";"1";2,72005040856466;3,91676012972878
"2748";"Plppr4";"36";"1";1,28713221760854;1,27053122023629
"2749";"Ccdc13";"47";"1";-3,17446391371623;0,431925700386479
"2750";"Gtf2i";"3";"1";-1,39573828963175;-0,496288376054302
"2751";"Snx31";"40";"1";-0,77437627402678;2,740745944777
"2752";"Cdca7l";"46";"1";1,93001706811056;-1,01725132962181
"2753";"Fgf1";"40";"1";-0,605371457464843;2,60602633456276
"2754";"Nucks1";"1";"1";-0,108717725552469;-3,92745550175621
"2755";"Acss1";"16";"1";-2,11608021048441;-3,24800069828941
"2756";"0610009B22Rik";"27";"1";-0,313367829598337;-1,92029555340721
"2757";"Grrp1";"59";"1";-1,00212524918452;1,19515524605797
"2758";"Bambi";"53";"1";-2,01185064104929;0,64115758041428
"2759";"Golph3";"16";"1";-1,81751863745585;-3,06715662976219
"2760";"Prkx";"43";"1";2,05242665024862;4,85258571604775
"2761";"Vdac1";"19";"1";0,191398455821128;-4,56923158665611
"2762";"Snrpf";"52";"1";3,98576648446187;4,87322465876625
"2763";"Tns2";"11";"1";-2,67654578474894;0,484075920531019
"2764";"Urah";"22";"1";2,20948727341756;3,72501985529946
"2765";"Pdgfc";"31";"1";-2,14374594477549;0,217912314334377
"2766";"Zbtb21";"13";"1";2,51358611794576;3,32928506831215
"2767";"Ccdc90b";"3";"1";-1,58211235789195;-0,62563832303001
"2768";"Sort1";"15";"1";-1,60347192076579;-3,13278611203148
"2769";"Tob2";"4";"1";-5,66094772604838;-0,996201234063641
"2770";"Smagp";"5";"1";-0,056339905537515;-2,56216819783165
"2771";"Lifr";"21";"1";3,42443998070821;-0,310728090009228
"2772";"Wbp2";"38";"1";-2,22739200381175;-0,965499000749126
"2773";"Impact";"20";"1";-3,51914946822062;-0,305699246129528
"2774";"Xpc";"40";"1";-0,624568209923654;2,5376152227311
"2775";"Ddx3y";"55";"2";-6,27300874976054;-5,29560096760704
"2776";"Wdr77";"26";"1";4,4771185657607;2,36773864726113
"2777";"Kctd1";"1";"1";-0,453908414520173;-3,29518278141929
"2778";"Tmem150c";"21";"1";3,17089445801839;-0,336828963956371
"2779";"Cct6a";"52";"1";3,88735254021749;4,82147638300942
"2780";"Paip2";"1";"1";-0,525370531655698;-4,03612287541343
"2781";"Mapre2";"44";"1";-4,71443502692118;0,262439785399898
"2782";"Lck";"55";"2";-6,31779138831034;-5,40160854359581
"2783";"Ilk";"54";"1";3,13478334160909;2,69545237521218
