"";"id";"module";"supermodule";"dim_1";"dim_2"
"2085";"Snrpn";"2";"1";-3,46875576697856;2,25582774947823
"2086";"Mrps28";"21";"1";-1,69020991050273;2,37513431380928
"2087";"Acp1";"21";"1";-1,54127948009044;2,18266948531807
"2088";"Cdkn1c";"18";"1";2,55428691185444;2,27192958663643
"2089";"Trp53inp2";"34";"1";2,84614033974141;1,52116235564888
"2090";"Yipf1";"21";"1";-1,86258028470546;2,25590308974922
"2091";"Mcfd2";"3";"1";-2,73041775659293;1,58275731872261
"2092";"Tpd52";"4";"1";0,263822510609327;4,665546262967
"2093";"Tnip3";"14";"1";2,42518563545674;-1,410860692752
"2094";"Cldn23";"44";"1";3,80232711113423;-3,76412478615104
"2095";"Sprr1a";"14";"1";3,1661791352126;-1,48588148285209
"2096";"Tnnt2";"44";"1";3,49684520042866;-3,70094290901481
"2097";"Smim26";"3";"1";-1,98383043729335;2,45715984176338
"2098";"Klhl33";"47";"1";-4,9405570479539;2,4307936079377
"2099";"Fam102a";"27";"1";2,69383425987691;0,819561327206499
"2100";"Ifi35";"50";"1";-2,82130739115745;-2,83190575767814
"2101";"Snhg15";"20";"1";0,282580092320143;-4,91551736522972
"2102";"Ralbp1";"4";"1";0,217619612583815;4,33962520431221
"2103";"Crim1";"27";"1";2,35635085381001;1,20638784240425
"2104";"Map3k1";"17";"1";-1,86491523705989;-0,956254636538618
"2105";"Snhg20";"6";"1";0,25815100944966;-2,21777883697807
"2106";"Cdc42bpb";"12";"1";1,04682107246846;-3,19172612358391
"2107";"Cct6a";"38";"1";0,328834488758742;0,511895025479205
"2108";"Commd1";"11";"1";-0,485000178447069;2,44633945296944
"2109";"Emc10";"58";"1";-1,03535990439922;3,42796691726387
"2110";"Sarnp";"4";"1";0,256722643742262;3,94721683334053
"2111";"Psmd6";"21";"1";-1,76833777152568;2,04326614211739
"2112";"Nbeal2";"12";"1";1,13771291054219;-3,13717762161552
"2113";"Camk1d";"20";"1";0,233135416874586;-4,94137493301689
"2114";"Hist1h4h";"12";"1";0,626323416599928;-3,41179314781486
"2115";"Thoc7";"4";"1";0,460228398213087;4,1018780119294
"2116";"Chmp3";"7";"1";-1,50844614230663;1,46281703780831
"2117";"Lrpap1";"24";"1";-0,8821105214265;1,32433637450875
"2118";"Atp11a";"17";"1";-1,61020796023876;-1,35130087066948
"2119";"Sdhaf1";"3";"1";-2,82024347805053;2,83507617782295
"2120";"Zmat2";"22";"1";-0,158078000178636;2,06940444778145
"2121";"Tceal8";"33";"1";3,16468043602437;-1,03922525574028
"2122";"Gm49774";"12";"1";0,764104082951246;-3,31359497238457
"2123";"Ppm1a";"27";"1";2,162560418019;1,67908605407418
"2124";"Ramac";"29";"1";-0,216645285716356;1,45229991744698
"2125";"BC004004";"3";"1";-2,03588686906368;2,47647842239083
"2126";"Dut";"3";"1";-2,31800435506374;1,99910339187325
"2127";"Mlec";"10";"1";-4,55190400802165;2,49103435348213
"2128";"Dsp";"16";"1";1,97978492058247;-1,15878931213676
"2129";"Tgm2";"8";"1";-2,25799845181972;-1,09473720718681
"2130";"C130074G19Rik";"41";"1";1,98510308540791;1,19605096648873
"2131";"Mrpl58";"11";"1";-0,693761632075609;2,57722839187325
"2132";"Ifi44";"50";"1";-2,82451029144794;-2,94346610237419
"2133";"Pnisr";"13";"1";-0,248205468287767;-1,99781337906181
"2134";"Mapkapk2";"36";"1";2,45465655601948;-0,514331018221967
"2135";"Rnf187";"7";"1";-1,41970233642131;1,40136607955635
"2136";"Tbrg1";"2";"1";-3,10247413836986;2,60071452926338
"2137";"Rsl1d1";"9";"1";0,468427136311232;0,331661070095904
"2138";"Stard10";"28";"1";1,73893733299702;4,28263267348946
"2139";"Mrps12";"21";"1";-1,58840625010997;2,16572173904122
"2140";"Ppp1cb";"27";"1";2,42078728950947;1,13353809188545
"2141";"Met";"27";"1";2,64706893242329;1,1728385336274
"2142";"Cxxc4";"10";"1";-4,52902059279949;2,99112685989083
"2143";"Trir";"4";"1";0,500743821034132;4,41075500320137
"2144";"Trps1";"42";"1";-4,42935507022411;2,99543174575508
"2145";"Mpzl3";"33";"1";3,46702904976338;-1,17397800613701
"2146";"Mbd2";"5";"1";0,732981160053908;1,04287847350777
"2147";"Ahr";"36";"1";2,37937970436543;-0,613824521792524
"2148";"Lsm8";"30";"1";0,905549004444777;2,29853805373848
"2149";"Psmb9";"19";"1";-2,29415075503856;-0,373480474246137
"2150";"Ntng1";"59";"1";-0,486823603740038;-4,09193531204521
"2151";"Yipf3";"7";"1";-1,57079975329906;1,84839233230293
